review,sentiment,clean_review
minta tolong perbaiki akun saya admin...kok di tangguhkan blom tau salahnya dimana kok di tangguhkan 🙏 tidak bisa masuk akundnya....tolong perbaiki min🙏,positif,tolong baik akun adminkok tangguh blom tau salah mana tangguh  masuk akundnyatolong baik min
Sangat susah,positif,susah
Mantap,positif,mantap
give me give away please,positif,give me give away please
keren,positif,keren
"Kelock mulu jadi males main Twitter, bug juga tolong perbaiki dong elon jangan cuma bisa suspen doang",negatif,kelock mulu males main twitter bug tolong baik elon suspen doang
Jadi aneh nih X,negatif,aneh nih x
di ban mulu,negatif,ban mulu
sinyal masuk susah,negatif,sinyal masuk susah
sering log out sendiri,netral,log out
Twiter gx bisa login elor,negatif,twiter gx login elor
"Aplikasi tolol, setiap hari pasti ada aja masalah muncul akun jadi buffering mulu padahal jaringan waras2 aja dan solusinya harus ganti ke akun alternatif, masalah dari jaman twitter sampe sekarang gapernah beres",negatif,aplikasi tolol aja muncul akun buffering mulu jaring waras aja solusi ganti akun alternatif jaman twitter sampe gapernah beres
Sering keluar sendiri ga jelas,negatif,ga
nice,positif,nice
aplikasai kntl login aj gak bisa,negatif,aplikasai kntl login aj gak
Goooood,netral,goooood
perusak hubungan,negatif,usak hubung
Semakin buruk,negatif,buruk
"Masa baru bikin akun baru, baru masuk sebentar tidak keluar sendiri dari apk nya sendiri mau masuk lagi sudah tidak bisa masuk.. apk babi",negatif,bikin akun masuk sebentar apk nya masuk masuk apk babi
This is Elon musk,negatif,this is elon musk
Tolong min ada kesalahan teknis saat login tolong diperbaiki secepatnya,negatif,tolong min salah teknis login tolong baik cepat
Akun saya di tangguhkan.bagaimana membuka nya kembali,positif,akun tangguhkanbagaimana buka nya
anjai,positif,anja
Mantabh,positif,mantabh
Yuda Abdullah I love you😍 💋🥰,positif,yuda abdullah i love you 
Ndak bisa dibuka,negatif,ndak buka
Tiba2 log out sendiri & tdk bs log in lg wlpun sudah pke email. Semakin di update malah semakin Burik.,negatif,log out tdk bs log in lg wlpun pke email update burik
Good,positif,good
Media sosial baik,positif,media sosial
"strange app! There is already an email and password, but you are asked for a username to enter Twitter! rubbish",negatif,strange app there is already an email and password but you are asked for a username to enter twitter rubbish
suka logout sendiri,negatif,suka logout
"Ah Ribet Mao Login Ajj Ribet Bkin Nma Pnggunany, Gue Uninstal Lngsng Gndok!",negatif,ah ribet mao login ajj ribet bkin nma pnggunany gue uninstal lngsng gndok
"Setiap kali mau buka X selalu keluar dari akun,mana pas masuk akunnya GK bisa lg",negatif,kali buka x akunmana pas masuk akun gk lg
kenapa beranda nya cpt bgt kerefresh bejirrr blm sempat baca kocakkkkk! perbaiki lgi!,negatif,beranda nya cpt bgt kerefresh bejirrr blm baca kocakkkkk baik lgi
Semenjak di update jdi susah nonton video. Malah tersambung ke iklan2 gajelas,negatif,semenjak update jdi susah nonton video sambung iklan gajelas
"X semakin update kesininya semakin aneh, masih mending ketika berlogo burung biru 🐦",positif,x update kesini aneh mending logo burung biru 
Ada oshi aing,positif,oshi aing
Makin kesini makin ga jelas ini aplikasi,negatif,kesini ga aplikasi
failed on update post,positif,failed on update post
Apk rusak jangan di download suka nge scroll sendiri suka reload sendiri,negatif,apk rusak download suka nge scroll suka reload
Sangat bagus patut mendapat 5bintang,positif,bagus patut bintang
"beranda timeline tidak sesuai, dan tidak bisa di atur",negatif,beranda timeline sesuai atur
Menyediakan banyak informasi,positif,sedia informasi
"Gimana sih, mau login, kata sandi udah bener tapi kesalahan jaringan mulu katanya padahal jaringan baik-baik aja. Login pake akun google ga bisa, pake kata sandi juga gak bisa, maunya apaaaa! Gajelas banget, cepetan benerin deh bikin susah aja",negatif,gimana sih login sandi udah bener salah jaring mulu jaring baikbaik aja login pake akun google ga pake sandi gak mau apaaaa gajelas banget cepetan benerin deh bikin susah aja
terbaik,positif,baik
Sering eror bug Saat buka DM,positif,eror bug buka dm
Ok,positif,ok
informasi nya akurat dan dapat di percaya,positif,informasi nya akurat percaya
Gak jelas,negatif,gak
"parah banget elon butuh duitnya dah. udah beranda dibatesin feednya, iklan udah bajibun di feed & komen, eh muter video juga ada iklannya",negatif,parah banget elon butuh duit dah udah beranda dibatesin feednya iklan udah bajibun feed komen eh muter video iklan
Nice,positif,nice
gk bisa masuk,negatif,gk masuk
"Ini kok aneh saya baru saja instal x dan login di akun saya kok tiba tiba muncul akun di tangguhkan, ngajukan banding katanya harus login, sudah di dalam akunnya mau login sperti apa lagi,",negatif,aneh instal x login akun muncul akun tangguh ngajukan banding login akun login sperti
"yang bikin kesel itu, tiap ada tagar yang trandeng, banyak banget akun2 jual diri. capek ngeblokir banyak banget, tapi masi aja banyak yang muncul",negatif,bikin kesel tagar trandeng banget akun jual capek ngeblokir banget mas aja muncul
Bagus,positif,bagus
Update terus. Hmmm,negatif,update hmmm
Kenapa tidak bisa diinstal untuk hp tertentu,netral,diinstal hp
gila disini bisa nonton bokep,negatif,gila nonton bokep
sulit dipahami,negatif,sulit paham
"2 seri terakhir sangat buruk, tren yang ada di beranda bukan yang saya sukai capek ngeklik skip atau blok, ganggu!",negatif,seri buruk tren beranda suka capek ngeklik skip blok ganggu
Ok,netral,ok
"Udah 3 hari mau buka Twitter nggak bisa sama sekali semenjak di perbarui, buka aplikasi langsung keluar sendiri",negatif,udah buka twitter nggak semenjak baru buka aplikasi langsung
Informatif,positif,informatif
Aplikasi terbaikku,positif,aplikasi baik
Akun sering dilogout paksa,negatif,akun dilogout paksa
"Semenjak di akuisisi si Elon, aturan tidak jelas, akun saya di banned secara, pelayanan dan panduan sangat sangat tidak memuaskan, alasan ini itu tetap saja tidak di buka, sampai buat akun baru tetap saja kena banned padahal tidak melakukan aturan yang bertentangan dengan hukum. X tidak rekomen sekarang. Masih lebih fleksibel Twitter yang dulu ketibang x sekarang...",negatif,semenjak akuisisi si elon atur akun banned layan pandu muas alas buka akun kena banned atur tentang hukum x rekomen fleksibel twitter ketibang x
Tik,positif,tik
bagus,positif,bagus
useless,negatif,useless
LEMOT BANGET NI APLIKASI SEKARANG JADI BERAT💀,netral,lot banget ni aplikasi berat
"tiba tiba keluar akun sendiri ini gimana, udah coba login berkali kali tapi tetep gabisa",negatif,akun gimana udah coba login kali kali tetep gabisa
"Aneh, lagi scrol scrol ke refresh sendiri, apa"" ke refresh mulu emosi",negatif,aneh scrol scrol refresh refresh mulu emosi
Masa login nya ga langsung si?,negatif,login nya ga langsung si
Bagus aplikasi ini,positif,bagus aplikasi
where the old me?,negatif,where the old me
ya keren,positif,ya keren
Ga ngapa-ngapain tiba2 akun di tangguhkan kan aneh,negatif,ga ngapangapain akun tangguh aneh
Apaan akun gw di blokir jaringan sllu tidak stabil LEBIH PARAH SEMENJAK DI GANTI X,negatif,akun gw blokir jaring sllu stabil parah semenjak ganti x
Sangat bagus buat Saya,positif,bagus
Mantap,positif,mantap
Mantap,positif,mantap
bubu,positif,bubu
Semua terbuka,positif,buka
"Semenjak diganti jadi x, jadi sering error",negatif,semenjak ganti x error
APAAN DAH SUKA CRASH TIBA-TIBA SEKARANG,netral,dah suka crash tibatiba
Baru coba4 bintang duluya,positif,coba bintang duluya
"tiba² keluar sendiri dari aplikasinya, lemot juga padahal biasanya enggak tapi sekarang jadi kek gitu.",negatif,tiba aplikasi lot kek gitu
KENAPAA GA BISA GANTI PP????,netral,kenapaa ga ganti pp
"Aplikasi ini cukup informatif untuk mencari berbagai berita terkini, jadi tidak akan pernah ketinggalan berita terbaru lagi. Selain informasi ada berbagai hal menarik lainnya yang bisa dilihat di aplikasi X ini",positif,aplikasi informatif cari berita kini tinggal berita baru informasi tarik aplikasi x
Oke,positif,oke
"Hey, the last few months has been weird My X often can't be load even though I got good Internet connection I can go to the homepage, but can't reload the timeline or search anything I use Samsung s23 Hope you fix it asap Thanks",negatif,hey the last few months has been weird my x often cant be load even though i got good internet connection i can go to the homepage but cant reload the timeline or search anything i use samsung s hope you fix it asap thanks
masuk screen loading malah ke rifresh sendiri,negatif,masuk screen loading rifresh
Standar ganda,negatif,standar ganda
"Tandanya aplikasi kudu diupdate, screen loading lama banget",positif,tanda aplikasi kudu diupdate screen loading banget
"Loading mulu kamfreettt,lama lagi loading nya.pdhal jaringan bagus...",positif,loading mulu kamfreetttlama loading nyapdhal jaring bagus
Puyeng lihat sexy sexy terusss euy tapi mantap sih buat bahan colyyyt,positif,puyeng lihat sexy sexy terusss euy mantap sih bahan colyyyt
Screen loading is sucks!!,negatif,screen loading is sucks
Twitter semakin upgrade selalu tetap dihati,positif,twitter upgrade hati
"Suka,mudah dalam mencari info",positif,sukamudah cari info
Kenapa akun saya terkunci,positif,akun kunci
Apaan tiba tiba akun ditangguhkan,negatif,akun tangguh
Bagus tampilannya..,positif,bagus tampil
berita cepat,positif,berita cepat
good,positif,good
Good,positif,good
Bangke,negatif,bangke
love men,positif,love men
saya gatau tapi bagus,positif,gatau bagus
"sumpah akhir² ini x selalu error, masa setiap gw main x suka tbtb keluar sendiri tanpa sebab? dan itu bukan yg pertama nya dan jg setiap mau login ulang susah bgtt gabisa trs. lama lama males jg sm ni apk rasanya mw gw hapus aja",negatif,sumpah akhir x error gw main x suka tbtb yg nya jg login ulang susah bgtt gabisa trs males jg sm ni apk mw gw hapus aja
Akun saya ko bisa d tanggukan,negatif,akun ko d tangguk
Nice,positif,nice
Kenapa twit-twit / gambar-gambar yang udah di markah beberapa bulan yg lalu menjadi hilang? Padahal ada hal yang penting yang masih mau dibaca/dibuka kembali 😌,positif,twittwit gambargambar udah markah yg hilang dibacadibuka 
Bokep,positif,bokep
Apk nya bagus bisa menghasilkan uang,positif,apk nya bagus hasil uang
personal ELON MUSK,positif,personal elon musk
makin jelek jadi banyak iklan,negatif,jelek iklan
bagus,positif,bagus
auto scrolling menyebalkan,negatif,auto scrolling sebal
adain kirim otp lewat wa gituu kan kalo nomor hp gaaktif jadi masih ada wa,negatif,adain kirim otp wa gituu kalo nomor hp gaaktif wa
"Baru menjadi anggota baru menyimak dulu ,dengan apa yang diunggah oleh anggotanya",netral,anggota simak unggah anggota
Kokkkkk,positif,kokkkkk
"hapus fitur auto refresh + auto show nyaa dong, ganggu bet",negatif,hapus fitur auto refresh auto show nyaa ganggu bet
Keren menambah wawasan.,positif,keren tambah wawas
"I gave 1 star because a total of 4 of my accounts were suspended by X even though the content of the content did not commit dangerous actions or other violations. the email to appeal the suspension of the account since yesterday was not even replied to. this application is good but unfortunately the arbitrary act of suspending someone's account without giving a detailed explanation of what kind of violation has been committed, sucks.",negatif,i gave star because a total of of my accounts were suspended by x even though the content of the content did not commit dangerous actions or other violations the email to appeal the suspension of the account since yesterday was not even replied to this application is good but unfortunately the arbitrary act of suspending someones account without giving a detailed explanation of what kind of violation has been committed sucks
Sadgrillll,negatif,sadgrillll
Cukup menghibur,positif,hibur
Lag paraah,negatif,lag paraah
Windah basudara presiden Indonesia tahun 2030,positif,windah basudara presiden indonesia
"sedikit kesel sama fitur auto scroll, kadang pengen di ulang videonya eh malah ke scroll sendiri. mana fiturnya gabisa di matiin pula. tolong ya, tambahin fitur supaya ga auto scroll, kesel bgt tau pengen ngulang video eh malah ke scroll sendiri.",positif,kesel fitur auto scroll kadang ken ulang video eh scroll fiturnya gabisa matiin tolong ya tambahin fitur ga auto scroll kesel bgt tau ken ngulang video eh scroll
semenjak di update jadi suka log out sendiri,negatif,semenjak update suka log out
Gk suka auto refresh nya 😒,negatif,gk suka auto refresh nya 
bagus,positif,bagus
Bagus sesuai harapan,positif,bagus sesuai harap
Aplikasi tololl kagak bisa masuk idiot tooll,negatif,aplikasi tololl kagak masuk idiot tooll
leg,negatif,leg
Tolong d perbaiki untuk pemutaran video nya yg selalu tersendat.,positif,tolong d baik putar video nya yg sendat
Fix bug auto refresh asap,negatif,fix bug auto refresh asap
Good,positif,good
Recomend,positif,recomend
development so why did you break the twitter? Return the twiter to the way it used to be 🤬,negatif,development so why did you break the twitter return the twiter to the way it used to be 
Sangat membantu,positif,bantu
"Kacau sih x makin kesini setelah di update loading terus kalo mau baca feed, padahal jaringan lancar jaya.",netral,kacau sih x kesini update loading kalo baca feed jaring lancar jaya
Jelek,negatif,jelek
"Kenapa skrng SDH mulai Ndak bisa untuk login masuk k app yh,,?? Uda di uninstall habis itu install kembali juga tetap sama aja Ndak bisa masuk,,",negatif,skrng sdh ndak login masuk k app yh uda uninstall habis install aja ndak masuk
"Kurang suka sama pembaruan kebijakan X sih, merugikan artist",negatif,suka baru bijak x sih rugi artist
sesuau dengan akun saya tapi saya tidak dapat masuk,negatif,sesuau akun masuk
Opisonal,positif,opisonal
Good,positif,good
"Sorry sekarang makin jelek download foto ga bisa . Bisa pun harus satu"" Lama bgt ga kek dulu",negatif,sorry jelek download foto ga bgt ga kek
Good,positif,good
Ok good job,positif,ok good job
Lagi serius baca berita sekarang malah langsung keluar dari halaman padahal belum selesai lagi baca dan liat beritanya. Mending balek ke model biasanya aja daripada X nig,negatif,serius baca berita langsung halaman selesai baca liat berita mending balek model aja x nig
Good,positif,good
Good,positif,good
Too many ads.,negatif,too many ads
Mantap,positif,mantap
Bagus kali,positif,bagus kali
Bagus,positif,bagus
Bagus,positif,bagus
Yg lu tangguhin apa sih tod,negatif,yg lu tangguhin sih tod
makin bobrok sering log out sendiri,negatif,bobrok log out
Sangat bagus,positif,bagus
Keren abiss pokoknya,positif,keren abiss pokok
"Aplikasi kekurangan daya internet. Buka IG Tiktok lancar, pas X loading mulu.",positif,aplikasi kurang daya internet buka ig tiktok lancar pas x loading mulu
Bnyak bnget iklanya,negatif,bnyak bnget iklanya
ribet amat mau main twiter,negatif,ribet main twiter
sekarang aplikasi nya susah trus kalau mau ngambil fto suka macet nyesel udah download aplikasi nya yang sekarang gk Kya dulu lancar jaya,negatif,aplikasi nya susah trus ngambil fto suka macet nyesel udah download aplikasi nya gk kya lancar jaya
"stupid apps, every time I open the application and just read for a while, it immediately refreshes, I can't find it, it's horrible.",negatif,stupid apps every time i open the application and just read for a while it immediately refreshes i cant find it its horrible
Sangat bagus semua ada,positif,bagus
Kenapa akun saya di tangguhkan 🗿 Padahal saya cuman login seperti biasa dan untuk mengikuti Idol saya untuk mendapatkan berita terkini dari Idol grub itu,negatif,akun tangguh  cuman login ikut idol berita kini idol grub
"Bagusa banget,banyak drama diaplikasi X",positif,bagusa bangetbanyak drama aplikasi x
Kerreeeeeennnn,positif,kerreeeeeennnn
"Keluar sendiri terus, terus pas login lagi katanya ada gangguan coba lagi nanti ah makin jelek aja nih sistemnya",negatif,pas login ganggu coba ah jelek aja nih sistem
Good,positif,good
"developer sangat bodoh, kesalahan besar menjadikan seorang pencuci piring untuk diangkat menjadi pengembang.",negatif,developer bodoh salah jadi cuci piring angkat kembang
Terlalu banyak Vidio bokep,positif,vidio bokep
banyak bokep nya😋😋,positif,bokep nya
Suruh update terus kek bujang,positif,suruh update kek bujang
"Jadi g jelas, suka lemot dan harus refresh. Masa 2 menit sekali harus refresh. Ga jelas",negatif,g suka lot refresh menit refresh ga
bagus,positif,bagus
Keren banget,positif,keren banget
cakep,positif,cakep
Good,positif,good
"najis lemot bat ngemtod, elon bangsATTTTT",negatif,najis lot bat ngemtod elon bangsattttt
Tidak ada sensor - sensore 👍,positif,sensor sensore 
Bagusssss,positif,bagusssss
Tingkatkan terjemahan ke bahasa Indonesia dan sebaliknya untuk memudahkan interaksi dan komunikasi oke terima kasih.,positif,tingkat terjemah bahasa indonesia mudah interaksi komunikasi oke terima kasih
"Algoritma ga bener bgt, ga sesuai sama yg diharapkan",negatif,algoritma ga bener bgt ga sesuai yg harap
Selalu keluar sendiri disurug login lagi,negatif,disurug login
Keren,positif,keren
Minta bantuan buat ngereset sandi yang lupa sama email aja kagabisa. Tolong bantu dong,negatif,bantu ngereset sandi lupa email aja kagabisa tolong bantu
Apk gajelas,negatif,apk gajelas
Mantap,positif,mantap
