review,sentiment
Entah tiba-tiba dihentikan,1
"makin kesini makin gajelas, ada berita benarik malah ke refres sendiri, otomatis ilang beritanya, gue nya sengsara gara gara penasaran bgt ama tu berita, trs skrng vid ngelag banget, padahal gua pake wifi (gua buka apk lain aman aman aja) paansi ini",1
"gajelas bego akun gua di tangguhkan gara² pelanggaran padahal ga pernah ngapa²in/post apa² wkwk,apakabar akun yg banyak link² vid pmo di situ",2
Kenapa sekarang twitter jadi limit? Ini sangat menjengkelkan!!!,3
Tolong di perbaiki Bug X aplikasi di perbaharuin Digital 2024,2
Baik sekali,5
Sering ngeleg,3
Lucu,3
ok mntep deh👍👍,5
4 bintang kalau asik pul bintang,4
GABISA REFRESH GABISA LIAT KOMENTAR APK GJLS,1
Sudah diubah ya ...dulu saya pengguna Twitter....kini coba Aplikasi X,5
"sangat buruk, mohon untuk ditingkatkan lagi. terimakasih",1
sandi gak di Kirim- kirim,1
Akun saya kena Hack,1
Maanntabs,5
Sering sekali update aplikasinya,2
"Setelah jadi X malah makin lemod , padahal dulu gue suka Twitter karena ringan n full speed . Developer gak ada niat merbaiki . Jadi males mbuka X",1
yabgus,2
Kenapa setiap balas DM pasti keluar sendiri ? Bikin gak nyaman bgt,1
"Akun gw kesuspend permanen padahal gak ngapa ngapain, gokill si elon",1
lumayan bagus,4
Good,5
Ok,5
bagus,3
"aplikasi ini sangat bermanfaat, untuk mengetahui berita terkinii keren 😎🆒🆒",5
"akun terkena ban tanpa alasan, dan tidak bisa mengajukan banding.",1
Bauk untuk nonton porno,5
👍👍👍,5
Bagus,5
Fitur sekarang kurang bagus seperti autoscrool terus,1
"bagus tpi jelek , kesel bgt dikit² gabisa post lah , dm voice gada suara lah akun ke lock sendiri lah padahal interaksi ampe spam juga gadaa, ngepost spam juga gadaa, paling jengkel vid gabisa di putar heran bgt gua perbaiki noh 😒😒",1
kenapa kalo mau liat video atau foto loading nya lama kayak ga ada sinyal atau internet padahal sudah ku coba me apk lainnya internet ku ga ada masalah. tolong diperbaiki lagi ya!! kalo kyk gini jadi males buka apk ini!!!,1
Its getting worse each updates,1
Lumayan tapi kayak ada kurang tapi aku lupa mau bilang apa,5
Dikit2 main tangguhkan aja nih,1
Keren,5
Login aja ribet harus sertakan nickname nya. Payah⭐👎,1
Tas dulu ya,3
tolong kalo liat beranda jangan langsung ke refresh mulu,4
Wae lah,5
BAGUS,5
"Padahal baru saja masuk dan baru saja mengirim DM ke tujuan tapi kok malah akun terkunci tiba-tiba, kan jadi sebal di buatnya. Ya sudah aplikasimu saya uninstall saja dan saya juga sudah hapus koneksi dari akun saya.",1
Wow,5
Namanya bukan tweet lagi wkwk jadi x makannya susah ni apk,1
Apk paling ribet .....,1
Keren,5
Mantap gemanya seru,2
"semenjak dipegang X Corp. Jadi banyak bug, dari gabisa login sampe tiba-tiba akun ditangguhkan😪🤦🏻‍♂️",1
aplikasi ink Sudan lama sy sukai,5
Mantap,5
"Aku mau download, baru tau juga sih klo Twitter ganti jadi X. Setelah liat review nya jadi pikir2 buat download. Please.. Kasi sarannya dong kaka kaka sekalian.",1
ok,4
beranda nya cukup aneh;,3
Jaringan bagus video nya gamau kesetel,1
Semenjak jadi X..akun ku ga bisa masuk terus ..sedangkan aku sudah belanja game itu banyak sekali tolong dimengerti ..informasi hilang begitu saja .X dan guns of glory susah sekali terhubung ..harap hubungi via mail,5
Apasih baru buka udah lag,2
Mantap,5
Udah usia lansia jadi hanya untukenghibut diri saja 🙏🙏,5
Good,5
Sangat baik apk nya,5
Aplikasi tidak jelas tolong perbaiki masalah sinyal dan tiba tiba ke refles sendiri,1
referensi paling independen..,5
Otomatis,5
Netizennya beda,5
Gw kesini mau nonton animasi Hu Tao🗿🗿,5
"Jdi jelek, suka keluar sendiri",1
Woy elon musk tolong ada versi lite 😠 Beda sama meta kini istagram dan facebook ada versi lite tik tok lite ini mah payah betul gak ada. Vitur lite 😠,1
Jangan download masalah penarikan sering jadi. Gk bisa narik main lagi dong habis jadinya,5
"Elon jgn kurang ajar lu ya, akunku cuman sambat dan repost. 3 kali kena suspend🫵🫵🫵",1
"Makin sukar utk dibuka,makin lambat...bikin lelah",2
Bagus bet,4
Awesome,5
Aplikasi to.lol di beranda refresh2 sendiri,1
saya menyukai aplikasi ini,5
"Udah 1 minggu lebih saya gak bisa Log in, password udah benar, email juga udah benar. Tapi setiap mau log in, bilangnya ""ada gangguan saat masuk. Silahkan coba lagi nanti"" Ya kalau sehari dua hari doang kayak gitu gapapa. Lah ini 1 minggu lebih. Tolong dibenarkan",1
makin kesini makin eror,2
"Smenjak jadi x sering freze saat pemutaran video, padahal sering bgt update",1
Apk lu kebanyakan bokep anj,1
Good,5
Makin jelek makin bnyak iklan gk jlz najis,1
Mantap,5
Ok,5
Good,5
⭐⭐⭐⭐⭐,5
Sering error,1
Bokep abglokal,5
ga bisa ngolah jaringan yg bagus,1
Autentikasi terus ga jelas,1
Saya baru baè saja pake X,5
lopyuu,5
X Hot issu and real,5
"Screen loading lama, seringnya ketika ingin melihat komentar dalam semua postingan, di beranda tidak bisa, padahal jaringan bagus dan aplikasi sudah terupdate",3
Good job,5
"My account was suspended, and i didn't do anything wrong",1
"jelekkkk, apasiii makin lama makin jelekk, mending gausah ku update aja dari dulu yaaa, tolong lah perbaiki lagii ituu, masa harus verifikasi email terus, gampang ke suspend lagii",1
👍🏼,5
Oke,5
"Modal tele + X bisa cuan 1000$ dari project "" , mantaapppp X",5
Oke,5
aplikasi sangat bagus🗿,1
Suka,5
dongo muter muter kagak jelas verifikasi aja muter muter mulu elon musk kont*l,1
Kurang memuaskan,1
Menarik,5
Kurang bagus ..suka ke refres belum geh di lihat,1
apk nya di hapus aja ga guna banget!,1
Oke,5
Aplikasi paling menjengkelkan baru buat akun 2 hari udah di blokir lagi,1
mantap dahhh,5
Vidio tidak dapat diputar terus.. Semakin jelek tweeter skrang,1
Mantap,5
Good app and very nice,5
habis diupdate jadi sering lemot👎🏻,3
Suka logout sendiri,1
auto scroll mengganggu,1
suka ke refresh sendiri,1
Semenjak jadi apk X jadi aplikasi sampah,1
Cari ke bahagiaan,5
"Update terbaru malah makin sering ngebug, ga suka bngt sama update terbaru, balikin kaya kemarin lagi",2
good,5
"Even worse, my account was suspended for what reason? I went to the help center but it was not helped at all, every time I wanted to log in via the web, I had to log in to the account, but I still couldn't follow another way",1
mantap banget pek in sola nya nonton bokepp mantapp dahh,1
"update makin kesini makin jelek, ngebuka profile a malah kebuka b aneh bgt x skrg",1
Aplikasi yang bagus dan tlong KLO dowlod gambar ini beda sama yng asli,5
Harusnya udah jadi aplikasi dewasa ga sih makin kesini makin banyak konten dewasanya,1
Membantu dalam mencari berita,4
Bgus,3
Bagus ...very good,5
kalo liat bokep enak anjai,5
Oke,5
Duh kok ngga bisa download lg yaa,3
Lumayan Bagus.. Aplikasi nya 😲🙂☝🏻tapi tingkat kan lagi ya penggunaan nya..,3
"sering tidak bisa konek,. padahal sinyal bagus, servernya busuk sih",1
Hanya mengikuti arus,5
Aplikasi ngk jelas tiba2 akun dtangguhkan,1
m oo ini iiojki ikut gak mkn nasi kotak yg ada pada ikut kkkkkkoi ikikjnkoi Ooooooooooo yg sdh milik negara mereka kak aku lkkiokkkkkomkk yg sdh kan Uda adil dalam kehidupan manusia sehari-hari mah masih i know kan kalo,3
"Apl sosmed idola, hemat kuota internet. Mantap",5
Asik buat hiburan dan informasi,5
knci akun gua keluar sendiri 🐷,1
Bagus,3
"He likes to refresh himself when he's open, please go back to how he used to be, you bastard, it feels uncomfortable to do it like this",1
"X beri informasi komplit dan memberi ruang diskusi, inspiratif, menyampaikan aspirasi, kritik - konstruktif. X beri ruang untuk saling belajar mendengar dan menghargai pendapat orang lain. Beda pendapat biasa. X beri ruang belajar untuk menggunakan media lebih positif, tidak emosional dan membangun saling pengertian.",5
"Ringan dan mudah digunakan, mantap",5
donlot e suwe,1
Its great,5
"Semenjak jadi x, aplikasi ini menjadi sangat buruk",1
"Kecewa, aplikasinya berat dan lemot. beda sama FB atau Ig yang enteng dan nyaman. Kecewa sih, sudah makai twitter lama sejak 2009",1
"Kenapa sering ngebug sih😭 dm suka gk bisa dibuka, trus dibuka kadang suka keluar, skrng gk bisa upload video sama gambar",5
"Makin kacau aja nih aplikasi, iklannya makin parah. Mendingan ke dulu masih twitter namanya... di pegang si telon makin kacau dan mengontol banget amjinggg",1
Oke,5
Tolong lahh udah di update tetap aja loadingnya lama bngttt,3
Bagus,4
"After Elon Musk owned this app, it becomes garbage.",1
"Akun ditangguhkan, dibilang akun spam.. gila,",1
sering eror,4
bagus,5
berguna,5
"Sekarang kebanyakan iklan, jadi males buka lagi.... Kalo iklannya udah di hilangkan baru aku kasih 5 bintang",1
"Sejak fitur melihat like orang lain tidak ada, rasanya aplikasi x sangat membosankan",1
Good,5
gak jelas,1
mantull mang elon,5
ok,5
Nice and comfortable,5
Luar biasa,5
Leg mulu,1
Lucu sekali lucu sekali,1
"apa apaan akun saya tiba tiba di tangguhkan padahal saya ga melakukan apa apa, kek mana ni",1
Makin kesini makin bobrok semenjak di beli sama elon mark,1
"Kenapa makin lelet banget ya, padahal jaringan bagus-bagus aja tuh. Tiap buka app, yang lain lancar-lancar aja tapi buka x lelet.",1
Bagus skli,3
Apk Rumpi jir,1
Ngeri buka x isinya sampah semua,1
Good aplikasi,5
apk yang bagus buat nyelam bkp sangat seru membuat saya sangat eregsi mantap elon musk dan penyebar apk nya play store,5
Aplikasi ini kubutuhkan untuk bikin akun FF,5
Sering ke refreash sendiri,2
To much bug after updating new version,1
Saking lagnya gak bisa akses,1
App goblok makin kesini makin gak jelas suka ngerefresh sendiri. Mana suka lewat tweet yg sama berulang2 tolol. Paling parah kadang suka ngebug gak bisa ngeload sama sekali Elon bangsat,1
"Aplikasi gk jelas tiba tiba kena ban permanen, diajukan banding katanya kenak pelanggaran berat gk jelas ni aplikasi gnti jd sprti dulu la",1
Bagus,5
Apalah jaringan bagus tapi ga bisa refresh,3
Terlalu banyak bug dan saya sangat sulit ketika ingin post photo,2
bagus sih buat nonton bok3p,5
"aplikasinya buggg, mau liat daftar mengikuti di akun lain aja ga bisa. tolong dong teknisinya di perbaiki lagi, setiap mau lihat media yang dulu pasti' gabisa, kalau mau buka X loadingnya lama. buruk banget pokoknya.",1
Aplikasi tolol ga jelas. Minta upgrade tiap 2 hari sekali tp nge lag ga jelas. Lebih baik twitter lebih bagus. X aplikasi ga jelas,1
"Thank you for making this app, i've been using it for more than 1 year and It's useful for me keep my quote safe. Thanks dev",5
Good,5
Semoga lebih bagus dan jadikan yg Terbaik..,5
",👍👍👍",5
Good,5
Bagus,4
Kenapa selalu akun di tangguhkan padahal selalu mengikuti kebijakan yang ada di X,2
download video doang bayar,2
Iklan nya mengganggu,2
Hopefully we can work together 🤑,5
ok,5
Bagus dpt info apapun disini dg mudah dan bisa menambah wawasan lbh luas dari setiap info2 yg ada,5
Sangat membantu,5
Good,5
Good,5
skrng elon musk era jd aneh aneh bgt peraturan nya,3
Aplikasi ToloL,1
Beritanya updated,5
Apk gak jelas pen login aja susahnya minta ampun klo bisa bintang nol gw kasil aja nih apk,1
Mr Elon you so good,5
Apk sarang maksiat.. dimaana video mesum di perlihatkan,1
Aplikasi yg ok punya,5
Ok,5
"Saya tidak mengerti kesalahan apa yang saya lakukan, sehingga akun saya di tangguhkan sudah mengajukan banding tetap tidak bisa",1
Aplikasi tidak berguna,1
"Lah knp ganti ke x sih,soalnya banyak bngt vidio tidak senonoh klu lagi viral muncul tiba tiba",2
"akun sering di ban, padahal gaada kesalahan sama sekali",3
Susal golin,1
kenapa tiba tiba ga support yaa?,1
Semenjak update ke x makin ke sini makin di peruslit sma x bukn makin enk malahan makin susah login salah dikit akun di tangguhkan/di kuncil tolong di permudah bukn di persulit mkn canggih mkin sulit login pake email ga bisa pake no hp ga bisa tolong deh lebih teliti lgi kalo mau upgrade x ya..........twitter makin lama kyk💩💩💩💩💩💩💩💩💩💩 udh ganti sandi ttp juga akun di tangguhkan kn pengikut di hps ....twitter ga perlu di beri rating bintang,1
"semenjak berubah jadi X, kutipan selalu cuman muncul beberapa, susah bgt mau liat semua kutipan",1
Bagus,5
Kenapa videonya ga bisa di putar. Lemood bangett ...,1
Baik,5
aplikasi makin berat mending dulu pas masih Twitter ada versi lite nya,1
Di coba dlu kalau tidak bisa maka exit saja terimakasih buat apktnya,5
"Cant recover my account, even though i do what need to be done.",1
bgus dan menarik,5
"100% of the time being unavailable at the time of 21:00 GMT+... Don't know why, but lately it's been like that",3
"Loading nya lama banget padahal sinyal nya baguss, makin jelek kualitas nyaa, perbaiki lagii",1
Bagusan twiter ini mah lelet bet,1
Bagus banget,5
"Sangat sangat ngebug , lelet.",1
Kena pelanggaran padahal nggak ngapa ngapain,1
Mantapppp,5
Akun nggak ngapa2in tiba2 ditangguhkan. . Koplak. . posting kagak pernah juga. .,1
"Aplikasi aneh,tiba2 akun d tangguhkan dan minta banding tp tidak d respon,mentang2 akun saya tidak tcentang biru",1
great app,5
Terima kasih,5
informatig banget,5
"Jijik banget anzeeng sama twitter sekarang semenjak jadi X. Udah ancur, nyoba update mana tau jd lebih bagus, ternyata malah disuruh berlangganan. Gblkk",1
"Ini X knp pas buka vidio loading mulu padahal kalau buka aplikasi lain lancar aja tolong di perbaiki lagi aplikasi nya , terimah kasih",1
Keren,4
Jadi males Makai aflikasi in,1
💩☠️,1
"Tiba tiba di tangguhkan anying belum apa"" jadi gak tau berita",1
Bajuz.....tingkatkan lagi Min 🙏,5
Susah kirim link kluar trus,5
Good..,5
Mantap,5
Postingan nya tidak di kasih pembatas dan itu membuat saya tidak nyaman sama sekali,1
"Paling cepat untuk berita apapun, Gak muna.. Terbuka mantappp",5
"Saya ingin mengganti password lama akun saya dengan memakai verifikasi nomor hp malah ngga valid nomor HPnya, saya pakai alamat email saya responnya lambat, dan caranya pun membingungkan, ya udah kayanya harus ikhlasin akun saya yang udah umur 2 tahun.",1
Ok,5
Ok,5
Nice,5
The best,5
Sangat baik,5
Sangat bagus,3
Mantap sekalian,5
Mantap,5
Mantap,5
Nice,5
Aplikasi luar biasa,5
Informatif,4
Good job,5
Ngok,5
Baik,5
Cobak duku,5
Ok,5
bagus😹,5
good,5
akun twitter aku ilang woi,1
"Semakin kesini semakin ruwet aturannya, baru kali ini platform medsos bergaya sok nggak butuh pengguna, jangan di install guys gw jamin loe bakal kecewa",1
"Saya adalah pelanggan Grok premium, dan saya lihat bahwa, Grok AI tidak atau belum bisa men generate image dari sosok nama yg belum sangat terkenal. Padahal nama² tersebut adalah nama dari tim sepakbola nasional, contohnya. Mengapa bisa begini ?? Padahal jika itu adalah AI, seharusnya bisa mengumpulkan data dari nama yg dimaksud, sekalipun ia bukanlah orang yg sangat terkenal. Disini saya lihat kekurangan yg sangat esensial dari Grok 2 beta. Saya harap tim AI developer Grok bisa memperbaikinya.",4
very bad,1
All the best,5
Baik,5
Bug : Refresh sendiri tanpa perintah,1
Bagus juga,5
Mantap,5
Nice,5
akun X tiba-tiba ditangguhkan padahal tidak melakukan apapun,1
Kagak jelas padahal tidak melakukan yang melanggar tiba tiba di tangguhin kocak kocak aplikasi kocak pantesnya bintang satu kalau bisa mines 1 bintang,1
Mantapppp,5
"makin hari makin gajelas. Profil ga bisa di edit lah, sering loading lah padahal jaringan bagus.",1
"Maaf hapus kan akun saya ,saya baru unduh aplikasi ini pas pasang Poto kena hack orang yg ga di kenal maaf tolong hapuskan Poto""postingan saya saya di aplikasi x atuh nonaktipkan akun saya",2
"Alasan kenapa saya kasih bintang 1 aja karena selalu aja loadingnya lambat, videonya scroll sendiri, dan bahkan lebih paranya lagi, malah tunjukkan gambar gambar aneh aneh lagi seperti seksual dan yang kita diblokir atau kita blokir malahnya kita bisa lihat profil dan postingan kita loh. Updatenya x sekarang malah makin aneh aneh banget💀",1
"Good, but how about my story ? 🤭",5
Masih jos,5
Jelek,5
"Aplikasi konyol banget sumpah,, ku mau buat akun Twitter malah tidak bisa",1
Bob jr,4
Sungguh propesional,5
Very good...👍👍,5
"Stres, ngeload video kok jadi lama banget?",2
Banyak berita menarik di dalam negeri maupun luar negeri trs banyak sarkas,5
Ok,5
Ok..for all,5
Bagus aplikasinya,5
Sukaaaa,5
Apaan dah ni apk gw mau login keterangannya ada kesalahan saat masuk coba lagi nanti. Gitu aja terus kocak,1
Kenapa jadi sering di lock aku gua,4
Mantap,5
Nyari video cewe dibius,5
👍🏻,5
Jelek.... Mending peraturan anehnya itu dihapus,1
Ga ada apa apa tiba tiba akun di tangguhkan,1
Mantul,5
cool 👍,5
"Semenjak di akuisisi elon musk jadi sering loading , bad",1
Semangat buat pecinta Twitter Jgn smpe...musnah. Lanjutkan,5
Good,5
Bagus tapi suka kluar sendri,5
Ok,5
Bagus,5
"Bagus, semua informasi ada tanpa filter",5
👍👍👍👍👍,5
Cukup kecewa dengan berita terbaru yang katanya gambar gambar di x bakal dipake buat ngembangin ai.,1
Good job,5
"Aplikasi ini rating nya masih kalah jauh dengan Aplikasi Offline yang di download di google play story. bertai aplikasi ""X"" sampah",1
Tolong di perbaiki bug masuk aplikasi sering keluar sendiri mulu,1
semenjak jadi X . gak bisa lagi liat beranda SUKA orang lain 🥺🥺,5
"Tidak bisa memutar video, padahal sinyal bagus",5
Gaje,1
Porno bgt njir,1
"Not good, is very ugly",1
"Makin jelek bagusan dulu.video nya gk bisa di putar tulisan ""masalah pemutaran"" terus.dan kembalikan fitur ""like""",1
Very good,5
apk nya sangat bagus,5
Hamido,5
Terbaik,5
Mau masuk ribet...👎,1
Dibawah naungan elon malah jadi sampah Enak banget nyuri data artist buat nge script AI,1
Saya menykain xxx ini,5
Aplikasi sampah. Dua hari sekali minta login ulang terus sampe kita dibuat mentok mati akun krn lupa akses ke gmail. Alhasil kode Verifikasi dr x ga ketahuan krn gabsa buka gmail. Hafal pasword x ga ngejamin lu bsa bebas keluar masuk x.,1
"Untuk verifikasi nomor sangat sulit,, saya udah nyoba beberapa kali tetep gagal",4
Okelah,4
Mantap,5
refresh sendiri terus,1
"Tidak melakukan apapun, hanya baca-baca tiba-tiba diblokir!",1
Elon konyol,1
"Makin kesini, makin banyak bug ngga jelas. Buka DM sering nge-lag, scroll dikit langsung auto refresh, banyak iklan ngga jelas lagi. Makin di-update malah makin banyak bug, bukannya makin bagus, malah makin jelek, kalau dilaporin ngga pernah dapat solusi👎🏻👎🏻",1
Sangat bagus,5
"setelah jadi X terus apa?, ngehilangin linkage ke game game?, berak, gaada fitur ngembaliin linkage gitu?, ha?, seenak jidat ngilang ngilangin tanpa ada pemberitahuan atau pertanyaan. Sosmed macam apa ini?",1
"plisss apk ini bikin darah tinggi aj dahhh....lgi"" login ulang.aplhhh",1
"Twitter semenjak berubah nama jadi X dan dipegang Elon tambah jelek. Performa di segala aspek menurun, search bar kini tidak valid ketika kita mau cari suatu topik atau kata, DM di twitter suka ngelag dan tiba-tiba keluar sendiri dari aplikasi. Padahal membuka game berat seperti genshin pun tidak masalah, tidak ada indikasi ngelag. Tapi pas buka DM malah nggak bisa dan bikin hp ngelag, ada tulisan ""X has stopped"". Mana sekarang ada vitur yang gak guna, kaya auto scroll video, Grok, Blue Check.",1
